player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_completed,freekicks_taken,fouls_committed,fouls_suffered,yellow,red,balls_recoverd,tackles,tackles_won,tackles_lost,clearance_attempted,saved,conceded,saved_penalties,cleansheets,punches_made
Fábio Cardoso,Porto,Defender,155,2,0,0,18.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,94.0,39,36,0,0,0,2,0,0,0,0,3,0,0,0,9,0,0,0,0,0
Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,0,0,0,3,0,1,2,0,0,0,0,0,0,0,70.5,57,44,25,4,1,3,1,3,0,0,4,1,0,1,4,0,0,0,0,0
Fati,Barcelona,Forward,154,3,1,0,19.7,0,0,0,4,1,1,2,1,0,0,0,1,0,0,86.7,74,64,50,2,1,1,6,2,0,0,2,1,1,0,0,0,0,0,0,0
Mostovoy,Zenit,Midfielder,150,5,0,0,20.9,0,0,0,2,1,1,0,0,0,0,0,0,0,0,81.2,49,38,16,6,1,0,2,2,0,0,4,1,0,1,0,0,0,0,0,0
Poulsen,Leipzig,Forward,147,4,0,1,18.8,0,0,2,5,1,2,2,0,0,0,0,0,0,0,46.8,43,27,0,1,0,0,4,1,0,1,3,3,0,3,4,0,0,0,0,0
D0Ambrosio,Inter,Defender,147,3,0,0,19.2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,90.7,64,56,0,3,0,2,4,1,0,1,7,3,1,2,0,0,0,0,0,0
Schuurs,Ajax,Defender,146,3,0,1,14.4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,90.3,111,99,0,0,0,6,2,0,0,1,13,5,2,3,2,0,0,0,0,0
Toni Martínez,Porto,Forward,144,6,0,0,19.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,89.0,20,16,0,2,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0
Matheus Cunha,Atlético,Forward,142,5,0,0,18.3,0,0,0,4,0,2,2,0,0,0,0,0,0,0,93.6,19,17,0,0,0,0,6,3,0,0,2,2,0,2,1,0,0,0,0,0
T. Hazard,Dortmund,Midfielder,142,3,0,0,19,0,0,0,3,0,2,1,0,0,0,0,0,0,0,80.7,66,54,33,6,2,1,0,0,0,0,4,2,0,2,1,0,0,0,0,0
Tagliafico,Ajax,Defender,139,3,0,1,16.6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,76.3,69,57,16,6,1,1,1,5,0,0,10,4,3,1,1,0,0,0,0,0
Draxler,Paris,Forward,136,3,0,0,15.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,77.0,76,68,0,1,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0
Rıdvan Yılmaz,Beşiktaş,Defender,135,2,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,57,44,0,2,0,1,1,2,0,0,10,0,0,0,3,0,0,0,0,0
Sabitzer,Bayern,Midfielder,133,5,0,0,19.6,0,0,0,5,0,4,1,0,0,0,0,0,0,0,85.8,83,72,0,5,0,2,3,0,0,1,7,1,0,1,0,0,0,0,0,0
Daniel Bragança,Sporting CP,Midfielder,131,5,0,0,18.9,0,0,0,3,1,1,1,0,0,0,0,0,0,0,93.6,66,61,0,0,0,2,3,6,0,1,7,2,2,0,0,0,0,0,0,0
Diogo Gonçalves,Benfica,Midfielder,131,5,0,0,18,0,0,0,2,1,1,0,0,0,0,0,0,0,0,69.4,42,35,20,5,1,1,0,0,0,0,6,2,1,1,4,0,0,0,0,0
Wendell,Porto,Defender,131,4,0,0,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84.8,52,42,0,0,0,3,7,1,1,1,4,6,2,4,2,0,0,0,0,0
Mechele,Club Brugge,Defender,131,3,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,38,32,0,0,0,1,0,0,0,0,5,1,0,1,5,0,0,0,0,0
Muriel,Atalanta,Forward,130,5,1,0,16.9,0,0,0,8,4,2,2,1,0,0,0,0,1,0,65.0,59,48,0,5,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0
Aurier,Villarreal,Defender,129,5,0,1,15.9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,91.8,66,58,0,2,0,0,1,1,0,0,9,3,1,2,5,0,0,0,0,0
Reinier,Dortmund,Forward,126,3,0,0,16.7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,90.0,71,64,0,1,0,0,4,0,0,0,6,2,0,2,0,0,0,0,0,0
Marcano,Porto,Defender,126,2,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5,53,36,0,1,0,1,0,0,0,0,6,0,0,0,14,0,0,0,0,0
Sarr,Bayern,Defender,125,5,0,0,17.3,0,0,0,2,0,1,1,0,0,0,0,0,0,0,90.2,72,62,25,4,1,0,3,3,0,1,3,1,1,0,1,0,0,0,0,0
Rekik,Sevilla,Defender,125,4,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3,93,86,0,2,0,5,3,3,0,1,5,1,0,1,0,0,0,0,0,0
Vecino,Inter,Midfielder,124,4,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,40,29,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
Lewicki,Malmö,Midfielder,123,2,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,62,54,0,1,0,0,0,0,0,0,6,1,1,0,2,0,0,0,0,0
Dembélé,Barcelona,Forward,122,3,0,0,14.8,0,0,0,4,1,2,1,0,0,0,0,0,0,0,73.0,57,41,20,10,2,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0
Lamela,Sevilla,Midfielder,119,4,0,0,17.6,0,0,0,3,2,1,0,0,0,0,0,0,0,0,85.0,54,46,20,5,1,2,4,6,0,1,7,6,2,4,1,0,0,0,0,0
Waldschmidt,Wolfsburg,Forward,119,3,0,0,15.6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,74.3,30,25,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0
Rebić,Milan,Forward,117,2,1,0,13,0,0,0,2,2,0,0,1,0,0,0,1,0,0,62.0,21,13,0,2,0,0,2,0,0,1,1,2,0,2,4,0,0,0,0,0
Lingard,Man. United,Midfielder,116,4,0,1,14,0,0,2,2,2,0,0,0,0,0,0,0,0,0,82.5,49,42,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Abubakari,Malmö,Forward,116,4,0,0,15.3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,82.8,33,26,0,1,0,0,6,4,0,0,2,2,2,0,2,0,0,0,0,0
Brobbey,Leipzig,Forward,115,5,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,23,13,0,2,0,0,3,3,0,0,2,1,1,0,1,0,0,0,0,0
Messias Junior,Milan,Forward,115,2,1,0,15.6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,84.0,35,26,25,4,1,2,2,4,0,0,3,1,1,0,0,0,0,0,0,0
Lázaro,Benfica,Midfielder,114,6,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,47,38,0,0,0,2,2,1,0,0,4,2,1,1,4,0,0,0,0,0
Maceiras,Young Boys,Defender,113,3,0,0,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,73.7,57,47,0,7,0,1,1,2,0,0,4,2,2,0,1,0,0,0,0,0
Salih Uçan,Beşiktaş,Midfielder,109,5,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,57,50,0,3,0,0,2,0,0,0,11,4,2,2,0,0,0,0,0,0
Coutinho,Barcelona,Forward,109,4,0,0,14.3,0,0,0,4,1,2,1,0,0,0,0,0,0,0,84.0,66,52,0,3,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Correa,Inter,Forward,106,5,0,0,14.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,90.8,27,24,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Erokhin,Zenit,Midfielder,104,6,0,0,15.7,0,0,0,4,0,2,2,0,0,0,0,0,0,0,98.0,27,26,0,2,0,0,2,2,0,0,3,3,0,3,1,0,0,0,0,0
Shkurin,Dynamo Kyiv,Forward,104,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,22,14,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0
Slimani,Sporting CP,Forward,104,2,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,23,17,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Demir,Barcelona,Midfielder,101,3,0,0,12.8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,87.7,47,39,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Gosens,Atalanta,Midfielder,101,2,1,0,12.1,0,0,0,3,2,1,0,0,1,0,0,1,0,0,70.5,56,43,0,0,0,0,2,0,0,0,5,2,1,1,2,0,0,0,0,0
Traoré,Shakhtar Donetsk,Forward,101,2,0,0,10.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36.5,22,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tigges,Dortmund,Forward,100,2,0,0,13.4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,57.5,19,9,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Sarr,Chelsea,Defender,100,2,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,71,68,0,0,0,0,0,0,0,0,9,1,1,0,7,0,0,0,0,0
Ranocchia,Inter,Defender,98,3,0,0,10.9,0,0,0,2,1,1,0,0,0,0,0,0,0,0,83.3,38,31,0,0,0,2,2,1,0,0,5,0,0,0,1,0,0,0,0,0
Nikolov,Sheriff,Midfielder,97,5,1,0,14.6,0,0,0,3,1,1,1,1,0,0,0,1,0,0,72.4,27,24,0,0,0,0,4,3,0,0,5,2,2,0,0,0,0,0,0,0
Zagadou,Dortmund,Defender,97,2,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,111,103,100,1,1,0,2,0,0,1,7,0,0,0,3,0,0,0,0,0
Mata,Man. United,Midfielder,96,3,0,0,13.2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,57.0,55,47,0,2,0,4,0,0,0,0,4,1,1,0,0,0,0,0,0,0
Barkley,Chelsea,Midfielder,96,3,0,0,12.7,0,0,0,3,1,1,1,0,0,0,0,0,0,0,89.3,69,61,37,8,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Andriyevskiy,Dynamo Kyiv,Midfielder,94,2,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,48,40,0,0,0,2,0,0,0,0,6,1,0,1,0,0,0,0,0,0
Vitinho,Dynamo Kyiv,Midfielder,93,3,0,0,13.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67.7,28,21,0,2,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0
Mario Gaspar,Villarreal,Defender,93,2,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,32,29,0,1,0,1,2,2,0,1,1,0,0,0,2,0,0,0,0,0
Verbič,Dynamo Kyiv,Midfielder,91,3,0,0,13.1,0,0,0,3,0,1,2,0,0,0,0,0,0,0,35.7,26,18,0,0,0,0,3,4,0,1,4,2,1,1,0,0,0,0,0,0
Ballo,Milan,Defender,91,2,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,31,27,0,1,0,1,2,2,0,0,7,2,1,1,1,0,0,0,0,0
Philipp,Wolfsburg,Forward,90,2,0,0,11.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,44.0,9,7,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Hateboer,Atalanta,Defender,90,1,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,33,29,33,3,1,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0
N0Koudou,Beşiktaş,Midfielder,90,1,0,0,10.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,83.0,41,34,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0
Egan0Riley,Man. City,Defender,90,1,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,61,58,0,1,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0
Shabanov,Dynamo Kyiv,Defender,90,1,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,35,33,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0
Bondar,Shakhtar Donetsk,Defender,90,1,0,0,10.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,94.0,105,99,0,0,0,3,1,0,0,0,9,0,0,0,2,0,0,0,0,0
Lustenberger,Young Boys,Defender,90,1,0,0,10.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84.0,68,57,0,1,0,1,0,0,0,0,3,2,2,0,4,0,0,0,0,0
Serdar Saatçı,Beşiktaş,Defender,90,1,0,0,9.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,82.0,22,18,0,0,0,2,0,0,0,0,9,0,0,0,6,0,0,0,0,0
Vitão,Shakhtar Donetsk,Defender,90,1,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,73,68,0,0,0,3,1,0,0,1,3,1,0,1,10,0,0,0,0,0
Ulreich,Bayern,Goalkeeper,90,1,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,32,31,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,2
Martínez,Leipzig,Goalkeeper,90,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,28,15,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0
Pervan,Wolfsburg,Goalkeeper,90,1,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
Kepa,Chelsea,Goalkeeper,90,1,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,28,21,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0
João Virginia,Sporting CP,Goalkeeper,90,1,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,36,28,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0
Günok,Beşiktaş,Goalkeeper,90,1,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,38,25,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0
Celeadnic,Sheriff,Goalkeeper,90,1,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,31,25,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3,0,0,1
Boyko,Dynamo Kyiv,Goalkeeper,90,1,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,31,23,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,2
Perin,Juventus,Goalkeeper,90,1,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Steffen,Man. City,Goalkeeper,90,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,25,23,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,1
Nanasi,Malmö,Midfielder,89,2,0,0,12.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florenzi,Milan,Defender,88,4,0,0,12.6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,6,0,0,0,0,0
Olmo,Leipzig,Forward,88,2,0,1,10.9,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Fábio Vieira,Porto,Midfielder,85,2,0,1,11,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0
Bondarenko,Shakhtar Donetsk,Midfielder,84,2,0,0,11.8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,2,2,0,2,0,0,0,0,0,0
Piątkowski,Salzburg,Defender,84,2,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0
Nalić,Malmö,Midfielder,83,5,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
Korniienko,Shakhtar Donetsk,Defender,83,2,0,0,11.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0
En0Nesyri,Sevilla,Forward,83,2,0,0,10.2,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,3,1,3,0,0,0,0,0,0,0,0,0,0
Supryaha,Dynamo Kyiv,Forward,81,2,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,1,3,1,2,0,0,0,0,0,0
De Winter,Juventus,Defender,81,2,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,5,1,1,0,0,0,0,0,0,0
Kulusevski,Juventus,Midfielder,80,5,1,0,14.3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,6,0,0,1,2,1,1,0,1,0,0,0,0,0
Augustinsson,Sevilla,Defender,80,3,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,0,1,5,2,0,2,0,0,0,0,0,0
Radeljić,Sheriff,Defender,79,3,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0
Jovane Cabral,Sporting CP,Forward,79,3,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Marc Roca,Bayern,Defender,78,4,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,6,1,0,1,1,0,0,0,0,0
Kanga,Young Boys,Forward,75,5,0,0,10.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cavani,Man. United,Forward,75,4,0,0,11.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Gökhan Töre,Beşiktaş,Midfielder,75,4,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
Emre Can,Dortmund,Defender,74,2,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0
Alcácer,Villarreal,Forward,73,3,1,0,10,0,0,0,4,2,1,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Esteves,Sporting CP,Defender,73,1,0,0,8.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,2,1,0,1,1,0,0,0,0,0
Rensch,Ajax,Defender,71,5,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,8,5,2,3,1,0,0,0,0,0
Ferran Torres,Man. City,Forward,71,1,0,0,8.1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kehrer,Paris,Defender,70,4,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,5,1,0,1,2,0,0,0,0,0
Krugovoi,Zenit,Defender,68,6,0,0,11.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0
Dost,Club Brugge,Forward,68,3,0,0,8.6,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Diallo,Man. United,Midfielder,68,1,0,0,8.3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0
Henderson,Man. United,Goalkeeper,68,1,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
Martial,Man. United,Forward,67,2,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gagliardini,Inter,Midfielder,66,5,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,2,3,2,1,2,0,0,0,0,0
Rúben Vinagre,Sporting CP,Defender,63,2,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mambimbi,Young Boys,Forward,60,4,0,0,9.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,1,2,0,2,1,0,0,0,0,0
Moriba,Leipzig,Midfielder,60,3,0,0,8.7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,1,1,4,2,2,0,0,0,0,0,0
Passlack,Dortmund,Midfielder,60,2,0,0,7.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
Bakayoko,Milan,Defender,56,3,0,0,8.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,4,0,1,3,1,0,1,0,0,0,0,0,0
Pezzella,Atalanta,Defender,56,3,0,0,8.1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,3,0,0,0,0,0
Sudakov,Shakhtar Donetsk,Midfielder,56,2,0,0,8.3,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
Sandra,Club Brugge,Midfielder,56,1,0,0,6.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbamba0Muanda,Club Brugge,Defender,55,3,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
Shepeliev,Dynamo Kyiv,Midfielder,54,2,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,5,2,1,1,0,0,0,0,0,0
Richards,Bayern,Defender,52,4,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,1,9,8,2,6,1,0,0,0,0,0
Julien,Sheriff,Defender,52,3,0,0,7.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oğuzhan Özyakup,Beşiktaş,Midfielder,52,2,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Daramy,Ajax,Forward,52,2,0,0,6.4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Henrichs,Leipzig,Defender,51,4,0,0,7.2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,3,0,0,0,0,0
Choupo0Moting,Bayern,Midfielder,49,4,1,0,6.7,0,0,0,3,1,1,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Yusuf Yazıcı,LOSC,Midfielder,47,4,0,0,8.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0
Icardi,Paris,Forward,47,3,0,0,6.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McAtee,Man. City,Midfielder,45,1,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0
Lovato,Atalanta,Defender,45,1,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,3,0,0,0,0,0
Palmer,Man. City,Midfielder,40,3,1,0,7,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Paulo Bernardo,Benfica,Midfielder,39,5,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
Kjærgaard,Salzburg,Midfielder,38,4,1,0,7.9,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0
Taylor,Ajax,Midfielder,38,3,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0
Francisco Conceição,Porto,Forward,37,2,0,0,5.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
F. Nmecha,Wolfsburg,Midfielder,36,2,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Pepê,Porto,Forward,34,3,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Al. Miranchuk,Atalanta,Forward,33,2,0,1,4.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0
